City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
110,Ahipara,NZ,2021-12-05 09:48:15,-35.1667,173.1667,65.55,95,16,8.79
111,Peniche,PT,2021-12-05 09:48:16,39.3558,-9.3811,57.29,71,100,17.4
112,Saldanha,ZA,2021-12-05 09:48:16,-33.0117,17.9442,68.05,68,19,6.8
113,Salinas,US,2021-12-05 09:45:24,36.6777,-121.6555,53.01,87,90,0.0
114,Erzin,TR,2021-12-05 09:48:16,36.9559,36.2,64.92,35,93,4.61
115,Chokurdakh,RU,2021-12-05 09:48:17,70.6333,147.9167,-42.23,100,57,4.18
116,Iqaluit,CA,2021-12-05 09:48:17,63.7506,-68.5145,8.33,71,90,25.99
117,Ha Giang,VN,2021-12-05 09:48:18,22.8333,104.9833,67.19,71,56,1.54
118,Kongsvinger,NO,2021-12-05 09:48:19,60.1905,11.9977,20.77,84,87,4.74
119,Kyabe,TD,2021-12-05 09:48:19,9.4515,18.9449,97.57,14,99,8.43
120,Emba,KZ,2021-12-05 09:48:20,48.8264,58.1442,33.55,64,6,4.94
121,Lavrentiya,RU,2021-12-05 09:48:20,65.5833,-171.0,20.77,94,100,40.4
122,Chumikan,RU,2021-12-05 09:48:20,54.7183,135.315,11.73,82,100,20.85
123,Mason City,US,2021-12-05 09:45:48,43.1536,-93.201,34.18,50,90,19.57
124,Quelimane,MZ,2021-12-05 09:48:21,-17.8786,36.8883,98.55,39,0,15.01
125,Khatanga,RU,2021-12-05 09:48:21,71.9667,102.5,-21.08,96,100,12.82
126,Torbay,CA,2021-12-05 09:45:38,47.6666,-52.7314,29.26,83,1,5.75
127,Smithers,CA,2021-12-05 09:43:50,54.7804,-127.1743,8.92,92,75,0.0
128,Gambiran,ID,2021-12-05 09:48:22,-6.7988,111.4951,79.93,80,98,10.33
129,Altamira,BR,2021-12-05 09:48:22,-3.2033,-52.2064,72.12,97,98,1.54
130,Katsuura,JP,2021-12-05 09:48:23,35.1333,140.3,52.2,69,99,14.2
131,Karsun,RU,2021-12-05 09:48:23,54.1994,46.9827,28.51,72,64,6.89
132,Camacari,BR,2021-12-05 09:45:53,-12.6975,-38.3242,74.97,87,36,5.32
133,Rexburg,US,2021-12-05 09:48:24,43.826,-111.7897,45.66,53,1,4.61
134,Luwuk,ID,2021-12-05 09:48:24,-0.9516,122.7875,80.98,83,99,3.8
135,Puerto Escondido,MX,2021-12-05 09:48:25,15.85,-97.0667,76.39,65,1,4.34
136,Sechura,PE,2021-12-05 09:48:25,-5.5569,-80.8222,65.91,84,99,7.92
137,Jamestown,US,2021-12-05 09:48:26,42.097,-79.2353,35.19,81,1,3.0
138,Bredasdorp,ZA,2021-12-05 09:48:26,-34.5322,20.0403,64.27,88,100,13.8
139,Hami,CN,2021-12-05 09:48:26,42.8,93.45,32.59,46,51,4.54
140,Bandarban,BD,2021-12-05 09:48:27,22.1965,92.2262,80.31,66,100,1.54
141,Kumeny,RU,2021-12-05 09:48:27,58.1089,49.9161,5.14,86,17,8.01
142,Kisangani,CD,2021-12-05 09:48:28,0.5167,25.2,76.59,85,100,2.93
143,Evensk,RU,2021-12-05 09:49:29,61.95,159.2333,-11.29,76,32,8.79
144,Leningradskiy,RU,2021-12-05 09:49:29,69.3833,178.4167,-5.13,99,100,6.33
145,Thompson,CA,2021-12-05 09:45:37,55.7435,-97.8558,-18.24,76,1,4.61
146,Asau,RO,2021-12-05 09:49:30,46.4333,26.4,41.95,62,100,1.66
147,Bull Savanna,JM,2021-12-05 09:49:30,17.8868,-77.5902,72.79,82,75,5.95
148,Mount Isa,AU,2021-12-05 09:49:30,-20.7333,139.5,92.97,24,76,4.61
149,San Andres,CO,2021-12-05 09:49:31,12.5847,-81.7006,80.62,78,75,12.66
150,Pavilosta,LV,2021-12-05 09:49:32,56.8879,21.1859,28.31,82,77,17.38
151,Christchurch,NZ,2021-12-05 09:44:47,-43.5333,172.6333,56.32,91,75,5.99
152,Grande Prairie,CA,2021-12-05 09:45:37,55.1667,-118.8027,-3.82,71,90,11.5
153,Sangueya,GN,2021-12-05 09:49:32,10.7,-14.3667,84.79,63,40,3.69
154,Bengkulu,ID,2021-12-05 09:49:33,-3.8004,102.2655,78.17,85,100,8.7
155,Son La,VN,2021-12-05 09:49:33,21.3167,103.9,60.58,69,10,2.21
156,Flinders,AU,2021-12-05 09:49:34,-34.5833,150.8552,63.21,74,39,4.79
157,Acarau,BR,2021-12-05 09:49:34,-2.8856,-40.12,80.91,78,99,13.91
158,San Patricio,US,2021-12-05 09:49:35,28.017,-97.5169,73.89,94,17,7.18
159,Makakilo City,US,2021-12-05 09:49:35,21.3469,-158.0858,71.92,81,40,9.22
160,Tugdan,PH,2021-12-05 09:49:35,12.3134,122.0853,80.01,68,99,20.4
161,Qeshm,IR,2021-12-05 09:49:36,26.9581,56.2719,82.27,50,29,0.27
162,Diego De Almagro,CL,2021-12-05 09:49:36,-26.3667,-70.05,61.68,27,2,1.36
163,Ucluelet,CA,2021-12-05 09:45:37,48.9329,-125.5528,35.1,91,81,7.92
164,Saint-Francois,FR,2021-12-05 09:49:37,46.4154,3.9054,39.67,86,90,9.22
165,Souillac,MU,2021-12-05 09:49:37,-20.5167,57.5167,85.35,61,40,12.66
166,Te Anau,NZ,2021-12-05 09:49:38,-45.4167,167.7167,43.02,98,100,2.55
167,Pacific Grove,US,2021-12-05 09:49:38,36.6177,-121.9166,52.61,92,40,3.0
168,Dryden,CA,2021-12-05 09:47:00,49.7833,-92.7503,8.89,85,90,9.22
169,Troitsko-Pechorsk,RU,2021-12-05 09:49:39,62.7084,56.1964,1.31,95,100,7.38
170,Vlasikha,RU,2021-12-05 09:49:39,53.2972,83.5742,29.25,80,75,8.95
171,Victoria,HK,2021-12-05 09:49:39,22.2855,114.1577,71.56,50,82,1.99
172,Lekoni,GA,2021-12-05 09:49:40,-1.5843,14.2591,87.91,50,51,5.19
173,Esperance,AU,2021-12-05 09:49:40,-33.8667,121.9,71.44,74,11,18.01
174,Moree,AU,2021-12-05 09:49:41,-29.4667,149.85,73.42,64,67,16.11
175,Nome,US,2021-12-05 09:49:41,64.5011,-165.4064,17.67,93,90,36.82
176,Vestmannaeyjar,IS,2021-12-05 09:49:42,63.4427,-20.2734,41.99,70,40,48.34
177,Rawson,AR,2021-12-05 09:49:42,-43.3002,-65.1023,68.49,39,0,6.11
178,Artyom,AZ,2021-12-05 09:49:43,40.4723,50.333,55.54,77,55,25.88
179,Yuzhno-Kurilsk,RU,2021-12-05 09:49:43,44.0306,145.8556,33.58,64,35,7.36
180,Geraldton,AU,2021-12-05 09:47:30,-28.7667,114.6,77.41,57,0,27.63
181,Tuy Hoa,VN,2021-12-05 09:44:54,13.0833,109.3,72.25,87,98,16.06
182,Tezu,IN,2021-12-05 09:49:44,27.9167,96.1667,74.1,53,11,1.14
183,Butaritari,KI,2021-12-05 09:49:44,3.0707,172.7902,82.65,80,99,15.35
184,Baruun-Urt,MN,2021-12-05 09:49:45,46.6806,113.2792,25.03,83,100,8.21
185,Sao Filipe,CV,2021-12-05 09:49:45,14.8961,-24.4956,75.81,71,100,10.09
186,Jaslo,PL,2021-12-05 09:50:46,49.7451,21.4725,37.83,86,100,11.03
187,Sorland,NO,2021-12-05 09:50:46,67.667,12.6934,27.52,63,24,10.65
188,Baykit,RU,2021-12-05 09:50:46,61.67,96.37,0.3,99,100,1.03
189,Ternate,ID,2021-12-05 09:50:47,0.8,127.4,81.41,79,100,10.25
190,Ketchikan,US,2021-12-05 09:50:47,55.3422,-131.6461,21.67,93,1,0.0
191,Owase,JP,2021-12-05 09:50:47,34.0667,136.2,46.99,75,7,5.14
192,Pangnirtung,CA,2021-12-05 09:50:48,66.1451,-65.7125,17.31,96,100,3.87
193,Haines Junction,CA,2021-12-05 09:50:48,60.7522,-137.5108,-40.05,67,51,1.14
194,Grand Island,US,2021-12-05 09:50:49,40.925,-98.342,38.01,74,1,7.0
195,Scarborough,GB,2021-12-05 09:46:42,54.2797,-0.4044,45.09,89,85,4.0
196,Yanam,IN,2021-12-05 09:50:49,16.7333,82.2167,91.8,70,95,4.47
197,Dingle,PH,2021-12-05 09:50:50,10.9995,122.6711,74.66,85,86,8.08
198,Chuy,UY,2021-12-05 09:50:50,-33.6971,-53.4616,66.09,85,34,3.76
199,Bikin,RU,2021-12-05 09:50:51,46.8161,134.26,8.98,91,10,5.75
200,Safford,US,2021-12-05 09:50:51,32.834,-109.7076,43.72,56,1,5.75
201,Kodiak,US,2021-12-05 09:50:51,57.79,-152.4072,24.31,80,90,3.44
202,Ponta Delgada,PT,2021-12-05 09:50:52,37.7333,-25.6667,60.49,72,20,3.44
203,Shingu,JP,2021-12-05 09:50:52,33.7333,135.9833,49.19,79,2,6.11
204,Taraz,KZ,2021-12-05 09:50:53,42.9,71.3667,46.81,66,90,13.42
205,Port-Cartier,CA,2021-12-05 09:50:53,50.0334,-66.8654,3.31,77,62,6.24
206,Ixtapa,MX,2021-12-05 09:50:53,20.7,-105.2,72.23,87,62,2.95
207,Ulcinj,ME,2021-12-05 09:50:54,41.9294,19.2244,53.92,81,98,12.62
208,Whithorn,JM,2021-12-05 09:50:54,18.2604,-78.0378,72.66,92,55,3.44
209,Lasa,IT,2021-12-05 09:50:54,46.6166,10.7002,32.88,84,100,5.86
210,Umm Lajj,SA,2021-12-05 09:50:55,25.0213,37.2685,82.36,58,3,17.69
211,Mar Del Plata,AR,2021-12-05 09:50:55,-38.0023,-57.5575,60.87,84,90,7.0
212,Trenggalek,ID,2021-12-05 09:50:56,-8.05,111.7167,77.29,90,100,2.17
213,Russkaya Polyana,UA,2021-12-05 09:50:56,49.417,31.9201,36.09,60,38,6.6
214,Sept-Iles,CA,2021-12-05 09:50:57,50.2001,-66.3821,3.63,78,85,4.61
215,Mehamn,NO,2021-12-05 09:50:57,71.0357,27.8492,18.91,89,66,20.92
216,Hamilton,US,2021-12-05 09:49:04,39.1834,-84.5333,37.04,72,1,1.99
217,Nouadhibou,MR,2021-12-05 09:50:58,20.931,-17.0347,66.18,42,100,11.5
218,Gat,IL,2021-12-05 09:50:58,31.61,34.7642,71.4,40,1,20.13
219,Dudinka,RU,2021-12-05 09:50:58,69.4058,86.1778,-29.38,98,99,14.41
220,Clyde River,CA,2021-12-05 09:50:59,70.4692,-68.5914,10.63,85,100,41.43
221,Samarai,PG,2021-12-05 09:50:59,-10.6167,150.6667,82.8,76,97,8.5
222,Matagami,CA,2021-12-05 09:51:00,49.7502,-77.6328,-0.29,85,90,5.75
223,Carnarvon,AU,2021-12-05 09:51:00,-24.8667,113.6333,84.27,61,1,14.97
224,Kidal,ML,2021-12-05 09:51:00,18.4411,1.4078,83.41,11,32,9.4
225,San Pedro,PH,2021-12-05 09:51:01,14.35,121.0167,81.63,64,20,8.05
226,Kailua,US,2021-12-05 09:47:15,21.4022,-157.7394,73.38,68,90,4.61
227,Shiyan,CN,2021-12-05 09:51:02,32.6475,110.7781,54.46,46,0,0.58
228,Wundanyi,KE,2021-12-05 09:51:02,-3.4019,38.364,75.15,50,58,7.83
229,Paciran,ID,2021-12-05 09:51:02,-6.8767,112.3761,82.51,77,100,11.07
230,Bonfim,BR,2021-12-05 09:51:03,3.0833,-59.95,75.45,79,60,7.58
231,Coihueco,CL,2021-12-05 09:51:03,-36.6167,-71.8333,54.34,76,0,6.91
232,Bandarbeyla,SO,2021-12-05 09:52:03,9.4942,50.8122,81.34,59,70,22.1
233,Yeppoon,AU,2021-12-05 09:52:04,-23.1333,150.7333,78.58,71,2,17.11
234,Kondapalle,IN,2021-12-05 09:52:04,16.6167,80.5333,86.85,49,5,7.72
235,Waipawa,NZ,2021-12-05 09:52:05,-41.4122,175.5153,65.03,75,100,9.71
236,Yerbogachen,RU,2021-12-05 09:52:05,61.2767,108.0108,-2.99,87,100,9.01
237,Mumbwa,ZM,2021-12-05 09:52:05,-14.9783,27.0619,94.42,16,0,6.44
238,Nanortalik,GL,2021-12-05 09:52:06,60.1432,-45.2371,30.58,74,100,18.16
239,Lantawan,PH,2021-12-05 09:52:06,10.6167,123.9833,78.49,81,84,10.31
240,Chegdomyn,RU,2021-12-05 09:52:07,51.1167,133.0167,0.18,99,96,1.12
241,Lebu,CL,2021-12-05 09:52:07,-37.6167,-73.65,52.83,74,2,13.35
242,Dehloran,IR,2021-12-05 09:52:07,32.6941,47.2679,68.5,22,100,7.29
243,Seymchan,RU,2021-12-05 09:52:08,62.8833,152.4333,-47.09,99,63,0.18
244,Bonavista,CA,2021-12-05 09:52:08,48.6499,-53.1147,30.11,57,36,18.61
245,Wanxian,CN,2021-12-05 09:52:09,30.8039,108.3897,60.82,57,0,2.84
246,Namibe,AO,2021-12-05 09:52:09,-15.1961,12.1522,78.39,61,73,6.73
247,Rio Gallegos,AR,2021-12-05 09:52:09,-51.6226,-69.2181,42.85,65,0,11.5
248,Conceicao Do Araguaia,BR,2021-12-05 09:52:10,-8.2578,-49.2647,72.7,98,100,2.55
249,Sao Joao Da Barra,BR,2021-12-05 09:52:10,-21.6403,-41.0511,75.29,83,2,4.03
250,Savannah Bight,HN,2021-12-05 09:52:11,16.45,-85.85,75.0,76,68,2.98
251,Talara,PE,2021-12-05 09:52:12,-4.5772,-81.2719,67.37,80,98,13.6
252,Hualmay,PE,2021-12-05 09:52:12,-11.0964,-77.6139,65.91,88,100,7.4
253,Kimbe,PG,2021-12-05 09:52:13,-5.5502,150.1429,76.23,93,100,3.02
254,Tyrma,RU,2021-12-05 09:52:13,50.0833,132.1667,-2.0,100,83,2.44
255,Chicama,PE,2021-12-05 09:52:14,-7.8447,-79.1469,65.91,85,99,5.44
256,Krasnoselkup,RU,2021-12-05 09:52:14,65.7,82.4667,-37.03,100,36,2.75
257,Kismayo,SO,2021-12-05 09:52:15,-0.3582,42.5454,85.53,60,100,14.05
258,Middle Island,US,2021-12-05 09:52:15,40.8843,-72.9373,42.4,54,1,1.99
259,Pisco,PE,2021-12-05 09:52:15,-13.7,-76.2167,66.25,82,75,2.3
260,Bukachacha,RU,2021-12-05 09:52:16,52.9833,116.9167,17.58,76,30,7.16
261,North Bend,US,2021-12-05 09:51:21,43.4065,-124.2243,50.92,97,90,12.66
262,Moratuwa,LK,2021-12-05 09:52:16,6.773,79.8816,86.02,70,44,8.75
263,Shakawe,BW,2021-12-05 09:52:17,-18.3667,21.85,74.89,63,100,1.28
264,Kandrian,PG,2021-12-05 09:52:17,-6.2167,149.55,78.39,85,100,3.53
265,Vincennes,FR,2021-12-05 09:52:17,48.85,2.4333,41.9,93,75,4.0
266,Cockburn Town,TC,2021-12-05 09:52:18,21.4612,-71.1419,79.75,76,17,21.54
267,Anadyr,RU,2021-12-05 09:52:18,64.75,177.4833,25.3,86,90,33.55
268,Wanlaweyn,SO,2021-12-05 09:52:19,2.6185,44.8938,92.37,32,19,14.76
269,Qui Nhon,VN,2021-12-05 09:52:19,13.7667,109.2333,71.83,84,98,20.96
270,Taoudenni,ML,2021-12-05 09:52:19,22.6783,-3.9836,62.51,21,73,14.9
271,Walvis Bay,NA,2021-12-05 09:52:20,-22.9575,14.5053,70.75,56,0,4.61
272,Saint-Louis,SN,2021-12-05 09:52:20,16.3333,-15.0,71.24,12,100,14.09
273,Maputo,MZ,2021-12-05 09:52:21,-25.9653,32.5892,85.23,74,75,4.0
274,Erenhot,CN,2021-12-05 09:53:21,43.6475,111.9767,27.03,41,1,11.34
275,Mae Hong Son,TH,2021-12-05 09:53:21,19.3003,97.9685,84.34,37,20,6.91
276,Meulaboh,ID,2021-12-05 09:53:22,4.1363,96.1285,82.45,74,93,4.63
277,Denia,ES,2021-12-05 09:53:22,38.8408,0.1057,60.55,46,5,15.99
278,Vila Velha,BR,2021-12-05 09:53:23,-20.3297,-40.2925,74.95,88,0,2.3
279,Nikolskoye,RU,2021-12-05 09:53:23,59.7035,30.7861,11.39,91,59,6.13
280,Minab,IR,2021-12-05 09:53:23,27.1467,57.0801,81.9,24,34,2.55
281,Asfi,MA,2021-12-05 09:53:24,32.2994,-9.2372,60.12,73,15,19.13
282,Mount Gambier,AU,2021-12-05 09:53:24,-37.8333,140.7667,60.71,63,0,11.5
283,Belyy Yar,RU,2021-12-05 09:53:25,53.6039,91.3903,30.09,69,51,4.47
284,Inzer,RU,2021-12-05 09:53:25,54.2167,57.5556,32.34,97,100,4.09
285,Formosa Do Rio Preto,BR,2021-12-05 09:53:25,-11.0483,-45.1931,67.64,96,100,3.27
286,Tukrah,LY,2021-12-05 09:53:26,32.5341,20.5791,65.79,53,62,15.39
287,Abeche,TD,2021-12-05 09:53:26,13.8292,20.8324,89.62,14,0,9.22
288,Lodja,CD,2021-12-05 09:53:26,-3.4833,23.4333,81.07,65,100,5.55
289,Bilma,NE,2021-12-05 09:53:27,18.6853,12.9164,72.61,14,11,12.53
290,Ayr,GB,2021-12-05 09:53:27,55.4627,-4.6339,38.1,93,20,2.3
291,La Ronge,CA,2021-12-05 09:53:28,55.1001,-105.2842,-1.95,78,90,6.91
292,Codrington,AU,2021-12-05 09:53:28,-38.2667,141.9667,53.65,70,0,12.44
293,Chifeng,CN,2021-12-05 09:53:28,42.2683,118.9636,36.39,35,80,7.14
